DO ID	DO term	OMIM ID	DO Exact Synonym
"DOID:2616"	"Wolffian duct adenoma"		Mesonephric adenoma, Mesonephroma, benign (morphologic abnormality)
"DOID:0050622"	"reproductive organ benign neoplasm"		
"DOID:3201"	"sympathetic neurilemmoma"		
"DOID:4817"	"ganglioneuroma"		
"DOID:2632"	"papillary serous adenocarcinoma"		Micropapillary serous carcinoma, Papillary serous carcinoma, serous surface papillary carcinoma (morphologic abnormality), serous surface papillary carcinoma
"DOID:2636"	"ovarian Brenner tumor"		Brenner tumor (morphologic abnormality), Brenner tumor NOS (morphologic abnormality), Brenner tumor of ovary (disorder), Brenner tumors (morphologic abnormality), Ovarian Brenner tumor
"DOID:0060112"	"ovarian benign neoplasm"		
"DOID:2640"	"struma ovarii"		Struma ovarii (morphologic abnormality), Struma ovarii NOS (morphologic abnormality)
"DOID:2641"	"ovarian germ cell monodermal and highly specialized teratoma"		Ovarian Monodermal and Highly Specialized teratoma
"DOID:5208"	"malignant struma ovarii"		Struma ovarii, malignant (morphologic abnormality)
"DOID:5209"	"benign struma ovarii"		
"DOID:5207"	"monodermal teratoma"		Monodermal teratoma (morphologic abnormality), Ovarian Monodermal teratoma
"DOID:2643"	"perivascular epithelioid cell tumor"		PEComa, neoplasm with Perivascular epithelioid cell differentiation
"DOID:2653"	"benign fibrous mesothelioma"		fibrous mesothelioma, benign (morphologic abnormality), localized benign fibrous Mesothelioma
"DOID:5157"	"benign pleural mesothelioma"		Mesothelioma of Pleura
"DOID:5884"	"benign intermediate mesothelioma"		Well-differentiated Papillary tumor of Mesothelium
"DOID:2647"	"parachordoma"		Parachordoma (disorder), Parachordoma (morphologic abnormality)
"DOID:3350"	"mesenchymal cell neoplasm"		benign miscellaneous mesenchymal tumor, mesenchymal tumor
"DOID:8043"	"chest wall parachordoma"		Parachordoma of the Chest Wall
"DOID:2648"	"sebaceous adenoma"		Sebaceous adenoma (morphologic abnormality), adenoma of the Sebaceous gland, skin appendage sebaceous adenoma
"DOID:5759"	"sebaceous gland neoplasm"		Sebaceous neoplasm
"DOID:2658"	"dermoid cyst"		Dermoid choristoma, Dermoid tumour, Mature cystic teratoma, cystic dermoid choristoma, teratoma, benign (morphologic abnormality), teratoma, benign
"DOID:2660"	"cystic teratoma"		
"DOID:13691"	"dermoid cyst of skin"		Dermoid cyst of skin (finding), Dermoid cyst of skin, skin Dermoid
"DOID:5117"	"dermoid cyst of ovary"	166950	Dermoid cyst (& [ovarian]), Dermoid cyst of ovary (disorder), Dermoid cyst of ovary, Ovarian Dermoid Cyst
"DOID:3307"	"teratoma"		Teratomas (morphologic abnormality)
"DOID:5118"	"ovarian cystic teratoma"		
"DOID:7079"	"adult cystic teratoma"		
"DOID:2661"	"myoepithelioma"		Myoepithelial adenoma, Myoepithelial neoplasm, benign myoepithelioma
"DOID:5876"	"apocrine sweat gland neoplasm"		Apocrine tumor
"DOID:2667"	"benign mesenchymoma"		Mesenchymoma, benign (morphologic abnormality)
"DOID:5758"	"malignant mesenchymoma"		Mesenchymoma, malignant (morphologic abnormality)
"DOID:4630"	"inverted transitional papilloma"		transitional papilloma, inverted
"DOID:4012"	"papillary transitional carcinoma"		Papillary transitional cell carcinoma (morphologic abnormality)
"DOID:4014"	"sarcomatoid transitional cell carcinoma"		transitional cell carcinoma, sarcomatoid, transitional spindle cell carcinoma
"DOID:2673"	"cystic nephroma"		
"DOID:2679"	"dysembryoplastic neuroepithelial tumor"		Dysembryoplastic Neuroepithelial neoplasm, Dysembryoplastic neuroepithelial tumor (morphologic abnormality)
"DOID:0060090"	"central nervous system organ benign neoplasm"		
"DOID:2683"	"adenofibroma"		adenofibroma, no ICD-O subtype (morphologic abnormality)
"DOID:2700"	"mucinous adenofibroma"		
"DOID:5477"	"clear cell adenofibroma"		Clear cell adenofibroma (morphologic abnormality), Clear cell adenofibroma
"DOID:5479"	"papillary adenofibroma"		Papillary adenofibroma
"DOID:5482"	"cystadenofibroma"		Cystadenofibroma, NOS
"DOID:2685"	"ossifying fibromyxoid tumor"		Ossifying Fibromyxoma, Ossifying fibromyxoid tumor (disorder), Ossifying fibromyxoid tumor (morphologic abnormality)
"DOID:2687"	"skin sarcoma"		Cutaneous sarcoma
"DOID:4517"	"skin angiosarcoma"		angiosarcoma of skin (disorder), hemangiosarcoma of the skin
"DOID:5273"	"cutaneous leiomyosarcoma"		Cutaneous leiomyosarcoma (disorder), leiomyosarcoma of the skin
"DOID:5712"	"cutaneous liposarcoma"		Liposarcoma of the skin
"DOID:2689"	"lymphangiosarcoma"		Lymphangiosarcoma of Stewart and Treves, Stewart-Treves syndrome (disorder), malignant Lymphangioendothelioma, skin lymphangiosarcoma
"DOID:2696"	"Leydig cell tumor"		Leydig cell neoplasm
"DOID:4757"	"sex cord-stromal neoplasm"		Sex Cord-Stromal tumor of testis
"DOID:4756"	"testicular Leydig cell tumor"		testicular Leydig cell neoplasm
"DOID:6257"	"chromophil adenoma of the kidney"		Papillary adenoma of the kidney
"DOID:6404"	"metanephric adenoma"		Metanephric adenoma (morphologic abnormality)
"DOID:2698"	"nephrogenic adenofibroma"		Metanephric adenofibroma
"DOID:2701"	"nodular tenosynovitis"		Synovioma, benign (morphologic abnormality), benign synovioma, benign tumor of Synovium, localized Giant cell tumor of Tenosynovium
"DOID:2702"	"pigmented villonodular synovitis"		Diffuse Giant cell tumor of Tenosynovium, villous tenosynovitis
"DOID:13454"	"gonococcal synovitis"		Gonococcal synovitis &\/or tenosynovitis, Gonococcal synovitis and tenosynovitis, Gonococcal synovitis or tenosynovitis (disorder)
"DOID:2704"	"malignant giant cell tumor of the tendon sheath"		Giant cell tumour of tendon sheath, malignant, malignant Giant cell neoplasm of the Tendon Sheath
"DOID:4719"	"bone giant cell sarcoma"		Giant cell sarcoma of the bone, Giant cell tumor of bone, malignant (morphologic abnormality)
"DOID:5485"	"synovial sarcoma"	300813	
"DOID:5334"	"paraphimosis"		
"DOID:2722"	"acrodermatitis"		
"DOID:0060344"	"acrodermatitis chronica atrophicans"		Herxheimer disease, primary diffuse atrophy
"DOID:11330"	"erysipelas"		Erysipelas (disorder)
"DOID:2773"	"contact dermatitis"		Contact dermatitis (disorder), Contact dermatitis NOS (disorder), Contact dermatitis NOS, Contact dermatitis\/eczema, Contact eczema, Dermatitis, venenata NOS, dermatitis venenata
"DOID:3132"	"porphyria cutanea tarda"	176090, 176100	
"DOID:3159"	"photosensitivity disease"		Photodermatitis (disorder), Photodermatitis
"DOID:3309"	"neurodermatitis"		
"DOID:3310"	"atopic dermatitis"	603165, 605803, 605804, 605805, 605844, 605845, 613064, 613518, 613519	Allergic (intrinsic) eczema (disorder), Atopic dermatitis (disorder), Atopic dermatitis NOS (disorder), Atopic dermatitis, Atopic neurodermatitis (disorder), Besnier's prurigo (disorder), Besnier's prurigo, allergic dermatitis, atopic eczema
"DOID:3777"	"granuloma annulare"		Granuloma annulare (disorder), Granuloma annulare, Granulome annulare
"DOID:4397"	"granulomatous dermatitis"		
"DOID:4398"	"pustulosis of palm and sole"		Acropustulosis, Palmoplantar Pustulosis, Pustular psoriasis of the palms and\/or soles
"DOID:4399"	"acneiform dermatitis"		
"DOID:4400"	"dermatosis papulosa nigra"	125600	Dermatosis papulosa nigra (disorder), Dermatosis papulosa nigra (morphologic abnormality), Dermatosis papulosa nigra
"DOID:4406"	"spongiotic dermatitis"		Spongiotic dermatitis (disorder)
"DOID:8502"	"bullous skin disease"		
"DOID:8741"	"seborrheic dermatitis"		Other seborrheic dermatitis (disorder), Other seborrheic dermatitis, SKIN SEBORRHEIC, Seborrhea (disorder), Seborrhea NOS (disorder), Seborrhea, Seborrheic dermatitis (disorder), Seborrheic dermatitis NOS, Seborrhoea, Seborrhoeic dermatitis, Seborrhoeic eczema, seborrhea
"DOID:9165"	"neurotic excoriation"		Dermatitis artefacta, Dermatitis factitia (disorder), Dermatitis factitia [artefacta], Dermatitis ficta, Factitious skin disease (disorder)
"DOID:5806"	"stork bite"		Salmon patch nevus (disorder), Unna's nevus
"DOID:2730"	"epidermolysis bullosa"		Epidermolysis bullosa (disorder), Epidermolysis bullosa, acantholysis bullosa
"DOID:3209"	"junctional epidermolysis bullosa"		Congenital junctional epidermolysis bullosa (disorder)
"DOID:4313"	"epidermolysis bullosa acquisita"		acquired epidermolysis bullosa (disorder), acquired epidermolysis bullosa
"DOID:4644"	"epidermolysis bullosa simplex"	601001, 615425	Epidermolysis bullosa simplex (disorder), Epidermolysis bullosa simplex
"DOID:4959"	"epidermolysis bullosa dystrophica"		Dystrophic epidermolysis bullosa (disorder), Dystrophic epidermolysis bullosa
"DOID:14482"	"herpes gestationis"		Gestational herpes, Herpes gestationis (disorder), Herpes gestationis NOS (disorder), Herpes gestationis unspecified (disorder), Herpes gestationis
"DOID:2736"	"Hajdu-Cheney syndrome"	102500	
"DOID:2738"	"pseudoxanthoma elasticum"	177850, 264800	Gronblad-Strandberg syndrome
"DOID:2739"	"Gilbert syndrome"	143500	Constitutional hyperbilirubinemia, Gilbert's disease, Gilbert's syndrome, Gilbert-Meulengracht syndrome, hereditary nonhemolytic jaundice
"DOID:12308"	"Dubin-Johnson syndrome"	237500	Dubin Johnson syndrome, chronic idiopathic jaundice
"DOID:3803"	"Crigler-Najjar syndrome"	218800	Bilirubin UDP glucuronyl transferase deficiency, Crigler Najjar syndrome, Crigler-Najjar syndrome, type I (disorder)
"DOID:0050563"	"nonsyndromic deafness"		nonsyndromic hearing loss, nonsyndromic hereditary hearing loss
"DOID:10261"	"discharging ear"		
"DOID:11129"	"dislocation of ear ossicle"		
"DOID:11235"	"adhesive otitis media"		chronic adhesive otitis media
"DOID:11783"	"necrosis of ear ossicle"		partial loss or necrosis of ear ossicles
"DOID:2889"	"retrocochlear disease"		
"DOID:5100"	"middle ear disease"		
"DOID:2743"	"pyeloureteritis cystica"		
"DOID:2746"	"glycogen storage disease V"	232600	Glycogen storage disease, type V (disorder), McArdle's disease, glycogen storage disease type V, myophosphorylase deficiency
"DOID:2747"	"glycogen storage disease"		glycogenosis
"DOID:0050728"	"glycogen metabolism disorder"		
"DOID:0050579"	"glycogen storage disease XV"	613507	glycogen storage disease type XV
"DOID:0050594"	"glycogen storage disease IX"	261750, 306000, 613027	
"DOID:11721"	"glycogen storage disease VII"	232800	Glycogen storage disease, type VII (disorder), Muscle phosphofructokinase deficiency (disorder), glycogen storage disease type VII, phosphofructokinase myopathy
"DOID:2748"	"glycogen storage disease III"	232400	Glycogen storage disease, type III (disorder), amylo 1,6 glucosidase deficiency, deficiency of debranching enzyme, deficiency of dextrin
"DOID:2749"	"glycogen storage disease I"	232200, 232220, 232240	Glycogen storage disease, type I (disorder), deficiency of glucose-6-phosphatase, glycogen storage disease type I, glycogenosis type I, von Gierke disease, von Gierke's disease
"DOID:2750"	"glycogen storage disease IV"	232500	Amylopectinosis, Branching-transferase deficiency glycogenosis (disorder), Glycogen storage disease, type IV (disorder), brancher deficiency glycogenosis, deficiency of 1,4-alpha-glucan branching enzyme
"DOID:2751"	"glycogen storage disease VIII"		Glycogen storage disease type VIII (disorder), glycogen storage disease type VIII, glycogenosis type VIII, hepatic glycogen phosphorylase kinase deficiency (disorder)
"DOID:2752"	"glycogen storage disease II"	232300	Generalized glycogenosis (disorder), Glycogen storage disease, type II (disorder), Glycogenosis, type 2, Lysosomal alpha-1,4-glucosidase deficiency (disorder), Pompe's disease, acid maltase deficiency, deficiency of glucoamylase, deficiency of maltase, glycogen storage disease type II
"DOID:2754"	"glycogen storage disease VI"	232700	Hers' disease, glycogen storage disease type VI, hepatic glycogen phosphorylase deficiency (disorder), hepatophosphorylase deficiency glycogenosis
"DOID:2755"	"Mycobacterium avium complex disease"		Infection due to Mycobacterium intracellulare (disorder), Infection due to Mycobacterium intracellulare, MAC disease, Mycobacterium Avium Infection, Mycobacterium avium Complex
"DOID:0050896"	"bone squamous cell carcinoma"		
"DOID:2768"	"transient tic disorder"		
"DOID:2769"	"tic disorder"		
"DOID:10600"	"chronic tic disorder"		chronic motor or vocal tic disorder
"DOID:11119"	"Gilles de la Tourette syndrome"	137580	Guinon's disease, Psychogenic tics, Tourette syndrome, motor-verbal tic disorder
"DOID:2772"	"irritant dermatitis"		Irritant Contact Dermatitis, Irritant contact dermatitis, primary irritant dermatitis (disorder)
"DOID:4407"	"phototoxic dermatitis"		Photosensitisation reaction, Photosensitive Dermatitis, Photosensitiveness, Phototoxic dermatitis (disorder)
"DOID:3042"	"allergic contact dermatitis"		Allergic Contact Dermatitis, Allergic contact dermatitis (disorder), Allergic contact dermatitis
"DOID:4404"	"occupational dermatitis"		Occupational Dermatitis, Occupational allergic contact dermatitis (disorder), Occupational dermatitis (disorder), Occupational dermatitis, Occupational eczema (disorder) [Ambiguous], Occupational eczema (disorder), Occupational eczema
"DOID:2775"	"long bone adamantinoma"	102660	adamantinoma of long bone (disorder), adamantinoma of long bones (morphologic abnormality), adamantinoma of long bones
"DOID:6322"	"tibial adamantinoma"		Tibial adamantinoma (disorder), Tibial adamantinoma morphology, Tibial adamantinoma
"DOID:2781"	"rectosigmoid cancer"		
"DOID:2782"	"rectosigmoid junction cancer"		malignant Rectosigmoid tumor, malignant neoplasm of rectosigmoid junction, malignant neoplasm of rectosigmoid, malignant tumor of rectosigmoid junction (disorder)
"DOID:5265"	"lung leiomyosarcoma"		pulmonary leiomyosarcoma
"DOID:2785"	"Dandy-Walker syndrome"	220200	(Atresia of foramina of Magendie + Luschka) or (Dandy - Walker syndrome), Atresia of foramina of Magendie and Luschka
"DOID:0050753"	"cerebellar ataxia"		
"DOID:0050242"	"primary amebic meningoencephalitis"		Naegleria fowleri infection
"DOID:0050246"	"granulomatous amebic encephalitis"		Acanthamoeba encephalitis, Acanthamoeba granulomatous encephalitis, Granulomatous Amebic Encephalitis due to Acanthamoeba, granulomatous amoebic encephalitis
"DOID:10113"	"trypanosomiasis"		
"DOID:10718"	"giardiasis"		Infection by Giardia lamblia, beaver feaver
"DOID:12365"	"malaria"	609148	induced malaria
"DOID:12386"	"balantidiasis"		Balantidiasis (disorder), disease due to Balantidiidae (disorder)
"DOID:3733"	"theileriasis"		Infection by Theileria (disorder), theileriosis
"DOID:9065"	"leishmaniasis"		
"DOID:9181"	"amebiasis"		amoebiasis, entamoebiasis
"DOID:9643"	"babesiosis"		Babesiasis, Infection by babesia, piroplasmosis
"DOID:0050156"	"idiopathic pulmonary fibrosis"	178500	FIBROCYSTIC PULMONARY DYSPLASIA, IDIOPATHIC PULMONARY FIBROSIS, FAMILIAL, cryptogenic fibrosing alveolitis
"DOID:0050157"	"cryptogenic organizing pneumonia"		BOOP, Cryptogenic organizing pneumonitis, bronchiolitis obliterans organizing pneumonia, idiopathic bronchiolitis obliterans with organizing pneumonia
"DOID:0050158"	"desquamative interstitial pneumonia"	263000	RBILD, familial desquamative interstitial pneumonitis, respiratory bronchiolitis-associated interstitial lung disease
"DOID:0050159"	"lymphoid interstitial pneumonia"		
"DOID:2800"	"acute interstitial pneumonia"		AIP, Hamman-Rich disease, Hamman-Rich syndrome, Idiopathic pulmonary fibrosis, acute fatal form, accelerated interstitial pneumonia, acute interstitial pneumonitis
"DOID:2801"	"nonspecific interstitial pneumonia"		NSIP
"DOID:2799"	"bronchiolitis obliterans"		Bronchiolitis exudativa, Bronchiolitis fibrosa obliterans, Obliterative bronchiolitis
"DOID:2814"	"malignant neoplasm of acoustic nerve"		malignant tumor of acoustic vestibular nerve (disorder), malignant tumor of the Vestibulocochlear nerve, malignant tumour of acoustic vestibular nerve
"DOID:2816"	"malignant oculomotor nerve tumor"		IIIrd Cranial nerve neoplasm, malignant, primary malignant neoplasm of oculomotor nerve (disorder)
"DOID:9072"	"lethal midline granuloma"		Midfacial Necrotising Lesion, malignant granuloma of face
"DOID:2833"	"dehydration polycythemia"		
"DOID:2834"	"acquired polycythemia"		Polycythemia, secondary, secondary Polycythemia, secondary polycythemia (disorder), secondary polycythemia NOS (disorder), secondary polycythemia
"DOID:8432"	"polycythemia"		Erythrocythemia
"DOID:2835"	"polycythemia due to hypoxia"		
"DOID:2838"	"stress polycythemia"		Gaisbock's syndrome (disorder), Gaisbock's syndrome, Polycythemia, emotional, Stress Polycythemia, Stress polycythemia (disorder), Stress polycythemia [dup] (disorder)
"DOID:2839"	"erythropoietin polycythemia"		Nephrogenous polycythemia, Polycythaemia due to Excess Erythropoetin Production, Polycythemia due to excess erythopoetin production, Polycythemia, nephrogenous, secondary polycythemia with excess erythropoietin (disorder)
"DOID:12323"	"cough variant asthma"		
"DOID:9360"	"intrinsic asthma"		
"DOID:9362"	"status asthmaticus"		Asthma with status asthmaticus, Severe asthma attack
"DOID:9415"	"allergic asthma"		extrinsic asthma with acute exacerbation, extrinsic asthma with status asthmaticus
"DOID:2842"	"Jervell-Lange Nielsen syndrome"	220400, 612347	Jervell and Lange-Nielson syndrome (disorder)
"DOID:2843"	"long QT syndrome"	170390, 192500, 601005, 603830, 611818, 611819, 611820, 612955, 613485, 613688, 613693, 613695	LQT, Romano-Ward syndrome (disorder), Romano-Ward syndrome, long Q-T syndrome
